Scientific Name	Taxon Author	tsn
Coelioxys sannicolarensis	Genaro, 2001	760836
Coelioxys sayi	Robertson, 1897	760837
Coelioxys schmidti	Friese, 1917	760838
Coelioxys schulzi	Holmberg, 1909	760839
Coelioxys scioensis	Gribodo, 1879	760840
Coelioxys scitula	Cresson, 1872	760841
Coelioxys scutellaris	Schrottky, 1902	760842
Coelioxys scutellotuberculata	Pasteels, 1968	760843
Coelioxys semenowi	Morawitz, 1894	760844
Coelioxys semicarinata	Alfken, 1940	762458
Coelioxys seminitida	Pasteels, 1985	762459
Coelioxys serricaudata	Baker, 1975	760845
Coelioxys setosa	Friese, 1904	760846
Coelioxys sexmaculata	Cameron, 1897	760847
Coelioxys siamensis	Cockerell, 1911	760848
Coelioxys simillima	Smith, 1854	760849
Coelioxys slossoni	Viereck, 1902	760850
Coelioxys smithii	Dalla Torre, 1896	760851
Coelioxys sodalis	Cresson, 1878	760852
Coelioxys sogdiana	Morawitz, 1875	760853
Coelioxys soledadensis	Cockerell, 1909	760854
Coelioxys somalica	Friese, 1922	760855
Coelioxys somalina	Magretti, 1895	760856
Coelioxys spativentris	Friese, 1935	760857
Coelioxys spatulata	Friese, 1922	760858
Coelioxys speculifera	Cockerell, 1931	760860
Coelioxys spilaspis	Cockerell, 1932	760861
Coelioxys spinipyga	Strand, 1910	762511
Coelioxys spinosa	Dewitz, 1881	760862
Coelioxys spissicauda	Pasteels, 1968	762460
Coelioxys squamatula	Pasteels, 1977	760863
Coelioxys squamigera	Friese, 1935	760864
Coelioxys squamosa	Friese, 1922	760865
Coelioxys squamosissima	Pasteels, 1968	760866
Coelioxys squamosoides	Pasteels, 1968	760867
Coelioxys squamosula	Popov, 1946	760868
Coelioxys strigata	Vachal, 1904	762542
Coelioxys subdentata	Smith, 1854	760869
Coelioxys subelongata	Wu, 1992	760870
Coelioxys subhamata	Holmberg, 1916	760871
Coelioxys subnitens	Pasteels, 1977	760872
Coelioxys subspinosa	Friese, 1922	760873
Coelioxys subtropicalis	Holmberg, 1887	760874
Coelioxys sudanensis	Cockerell, 1933	760875
Coelioxys surinamensis	Friese, 1922	760876
Coelioxys tabayensis	Schrottky, 1920	762540
Coelioxys tarda	Holmberg, 1916	760877
Coelioxys tastil	Toro & Fritz, 1993	760878
Coelioxys tegularis	Cresson, 1869	760880
Coelioxys tehuelche	Holmberg, 1916	760881
Coelioxys tenacior	Holmberg, 1916	760882
Coelioxys tenax	Holmberg, 1888	760883
Coelioxys tenebrosa	Pasteels, 1968	760884
Coelioxys tenebrosoides	Pasteels, 1968	760885
Coelioxys tepaneca	Cresson, 1878	760886
Coelioxys texana	Cresson, 1872	760887
Coelioxys tiburonensis	Cockerell, 1924	760888
Coelioxys tilcarae	Holmberg, 1916	760889
Coelioxys togoensis	Friese, 1922	762461
Coelioxys tolteca	Cresson, 1878	760890
Coelioxys toltecoides	Cockerell, 1923	760891
Coelioxys torquata	Warncke, 1992	760892
Coelioxys torrida	Smith, 1854	760893
Coelioxys torridula	Pasteels, 1968	760894
Coelioxys totonaca	Cresson, 1878	760895
Coelioxys trancas	Toro & Fritz, 1993	760896
Coelioxys triangula	Friese, 1906	762513
Coelioxys tricarinata	Morawitz, 1875	760897
Coelioxys tridentata	(Fabricius, 1775)	760898
Coelioxys triodonta	Cockerell, 1914	760899
Coelioxys trispinosa	Friese, 1922	760900
Coelioxys truncaticauda	Cockerell, 1932	762462
Coelioxys tucumana	Holmberg, 1903	760901
Coelioxys turbinata	Krombein, 1953	760902
Coelioxys ultima	Pasteels, 1968	760903
Coelioxys umbripennis	Friese, 1922	760904
Coelioxys unicula	Cockerell, 1939	760905
Coelioxys unidentata	Friese, 1922	760906
Coelioxys variegata	Holmberg, 1916	760907
Coelioxys verticalis	Smith, 1854	760909
Coelioxys victoriae	Rayment, 1935	760910
Coelioxys vigilans	Smith, 1879	760912
Coelioxys vituperabilis	Holmberg, 1903	760913
Coelioxys wagenknechti	Moure, 1951	760914
Coelioxys warnckei	Schwarz & Gusenleitner, 2003	760915
Coelioxys weinlandi	Schulz, 1904	760916
Coelioxys weyrauchi	Moure, 1951	760917
Coelioxys wilmattae	Cockerell, 1949	760918
Coelioxys xinjiangensis	Wu, 2006	760919
Coelioxys yanonis	Matsumura, 1912	760920
Coelioxys yunnanensis	Wu, 1992	760921
Coelioxys zapoteca	Cresson, 1878	760922
Coelioxys zonula	Smith, 1854	760923
Megachile abacula	Cresson, 1878	760924
Megachile abdominalis	Smith, 1853	760925
Megachile abessinica	Friese, 1915	760926
Megachile abluta	Cockerell, 1911	760927
Megachile abnegatula	Cockerell, 1937	760928
Megachile abnormis	Mitchell, 1930	760929
Megachile abongana	Strand, 1911	760930
Megachile acanthura	Cockerell, 1937	762463
Megachile accraensis	Friese, 1903	760931
Megachile acculta	Cockerell, 1931	760932
Megachile acerba	Mitchell, 1930	760933
Megachile acris	Mitchell, 1930	760934
Megachile aculeata	Vachal, 1910	760935
Megachile acutiventris	Friese, 1903	760936
Megachile addenda	Cresson, 1878	760937
Megachile addita	Pasteels, 1965	760938
Megachile addubitans	Cockerell, 1931	760939
Megachile adelaidae	Cockerell, 1910	760940
Megachile adeloptera	Schletterer, 1891	760941
Megachile adelphodonta	Cockerell, 1924	760942
Megachile adempta	Cockerell, 1931	760943
Megachile admixta	Cockerell, 1931	760944
Megachile aduaensis	Friese, 1909	760945
Megachile adusta	(King, 1994)	760946
Megachile aequilibra	Vachal, 1908	760949
Megachile aetheria	Mitchell, 1930	760950
Megachile aethiops	Smith, 1853	760951
Megachile affabilis	Mitchell, 1930	760952
Megachile affinis	Brullé, 1832	762464
Megachile afra	Pasteels, 1965	760953
Megachile africanibia	Strand, 1912	760954
Megachile agilis	Smith, 1879	760955
Megachile agustini	Cockerell, 1905	760957
Megachile ainu	Hirashima & Maeta, 1974	760958
Megachile akamiella	Pasteels, 1965	760959
Megachile alamosana	Mitchell, 1934	760960
Megachile alani	Cockerell, 1929	760961
Megachile alata	Mitchell, 1934	760962
Megachile albicaudella	Pasteels, 1965	760963
Megachile albiceps	Friese, 1903	760964
Megachile albidula	Alfken, 1931	760965
Megachile albifasciata	Rebmann, 1970	760966
Megachile albifascies	(Alfken, 1932)	760967
Megachile albifrons	Smith, 1853	760968
Megachile albimarginalis	Rebmann, 1970	760969
Megachile albipila	Pérez, 1895	760970
Megachile albiscopa	Saussure, 1890	760971
Megachile albisecta	(Klug, 1817)	760972
Megachile albitarsis	Cresson, 1872	760973
Megachile albobarbata	Cockerell, 1915	760974
Megachile albobasalis	Smith, 1879	760975
Megachile albocincta	Radoszkowski, 1874	760976
Megachile albocristata	Smith, 1853	760977
Megachile albofilosa	Cockerell, 1937	760978
Megachile albohirsuta	Pasteels, 1965	760979
Megachile albohirta	(Brullé, 1839)	760980
Megachile albolineata	Cameron, 1897	760981
Megachile albomarginata	Smith, 1879	760982
Megachile albonigra	Pasteels, 1973	760983
Megachile albonotata	Radoszkowski, 1886	760984
Megachile albopilosa	Friese, 1916	760985
Megachile alboplumula	Wu, 2005	760986
Megachile albopunctata	Jörgensen, 1909	760987
Megachile alborufa	Friese, 1911	760988
Megachile alborufula	Cockerell, 1937	762465
Megachile alboscopacea	Friese, 1903	760989
Megachile aliceae	Cockerell, 1932	760990
Megachile alleni	Mitchell, 1927	760991
Megachile alleynae	Rayment, 1935	760992
Megachile alopecura	Cockerell, 1923	760993
Megachile alpicola	Alfken, 1924	760994
Megachile alpigena	Friese, 1925	760995
Megachile alta	Mitchell, 1930	760996
Megachile altera	Vachal, 1903	760997
Megachile alternans	Friese, 1922	760998
Megachile alticola	Cameron, 1902	760999
Megachile alucaba	(Snelling, 1990)	761000
Megachile amabilis	Cockerell, 1933	761001
Megachile ambigua	(Pasteels, 1965)	761002
Megachile amboinensis	Friese, 1909	761003
Megachile amica	Cresson, 1872	761004
Megachile amoena	(Pasteels, 1965)	761005
Megachile amparo	Gonzalez, 2006	761006
Megachile amputata	Smith, 1857	761008
Megachile analis	Nylander, 1852	761009
Megachile anatolica	Rebmann, 1968	761010
Megachile angelarum	Cockerell, 1902	761011
Megachile angolensis	(Cockerell, 1935)	761012
Megachile angularis	Mitchell, 1930	761013
Megachile angulata	Smith, 1853	761014
Megachile angusta	Mitchell, 1930	761015
Megachile angustistrigata	Alfken, 1924	761016
Megachile animosa	Cockerell, 1931	761017
Megachile anodonta	Cockerell, 1927	761019
Megachile anograe	Cockerell, 1908	761020
Megachile anomomaculata	(Pasteels, 1965)	761022
Megachile anthophila	Strand, 1913	761024
Megachile anthracina	Smith, 1853	761025
Megachile antinorii	Gribodo, 1879	761026
Megachile antiqua	Mitchell, 1930	761027
Megachile antisanellae	Cameron, 1903	761028
Megachile apennina	Benoist, 1940	761029
Megachile apicalis	Spinola, 1808	761030
Megachile apicata	Smith, 1853	761031
Megachile apicipennis	Schrottky, 1902	761032
Megachile apiformis	Smith, 1853	761033
Megachile apora	Krombein, 1953	761034
Megachile apostolica	Cockerell, 1937	761035
Megachile apposita	Rayment, 1939	761036
Megachile arabica	Friese, 1901	761037
Megachile architecta	Smith, 1857	761038
Megachile arctos	Vachal, 1904	761039
Megachile arcuata	Cockerell, 1919	761040
Megachile arcus	Mitchell, 1930	761041
Megachile ardens	Smith, 1879	761042
Megachile ardua	Mitchell, 1930	761043
Megachile argentina	Friese, 1906	761044
Megachile aricensis	Friese, 1904	761045
Megachile aridissima	Cockerell, 1937	761046
Megachile armaticeps	Cresson, 1869	761047
Megachile armatipes	Friese, 1909	761048
Megachile armenia	Tkalcu, 1992	761049
Megachile armipygata	Strand, 1911	761050
Megachile armstrongi	Perkins & Cheesman, 1928	761051
Megachile arnaui	Moure, 1948	761052
Megachile arnoldiella	(Pasteels, 1965)	761053
Megachile arundinacea	Taschenberg, 1872	762466
Megachile asahinai	Yasumatsu, 1955	761054
Megachile asarna	Cockerell, 1937	761055
Megachile asiatica	Morawitz, 1875	761056
Megachile assumptionis	Schrottky, 1908	761057
Megachile asterae	Mitchell, 1943	762467
Megachile astragali	Mitchell, 1938	761058
Megachile astridella	Pasteels, 1965	761059
Megachile asuncicola	Strand, 1910	761060
Megachile asymmetrica	(Snelling, 1990)	761061
Megachile atahualpa	Schrottky, 1913	761062
Megachile aterrima	Smith, 1861	761063
Megachile atlantica	Benoist, 1934	761064
Megachile atopognatha	Cockerell, 1933	761065
Megachile atrata	Smith, 1853	761067
Megachile atratula	Rebmann, 1968	761068
Megachile atrella	Cockerell, 1906	761069
Megachile atricoma	Vachal, 1908	761070
Megachile atripes	Friese, 1904	761071
Megachile atroalbida	Pasteels, 1965	761072
Megachile atrocastanea	(Alfken, 1932)	761073
Megachile atropyga	(van der Zanden, 1995)	761074
Megachile attenuata	Vachal, 1910	761075
Megachile aurantiaca	Friese, 1905	761076
Megachile aurantipennis	Cockerell, 1912	761077
Megachile aurata	Mitchell, 1930	761078
Megachile aurea	Mitchell, 1930	761079
Megachile aureiventris	Schrottky, 1902	761080
Megachile auriceps	Meade-Waldo, 1914	761081
Megachile auriculata	(Gupta, 1989)	761082
Megachile aurifacies	Pasteels, 1985	761083
Megachile aurifera	Cockerell, 1935	761084
Megachile aurifrons	Smith, 1853	761085
Megachile aurilabris	Pasteels, 1965	761086
Megachile auripubens	Rebmann, 1970	761087
Megachile aurivillii	Friese, 1901	761088
Megachile aurorea	Friese, 1917	761089
Megachile aurulenta	(Pasteels, 1970)	761090
Megachile austeni	Cockerell, 1906	761091
Megachile australasiae	Dalla Torre, 1896	761092
Megachile australis	Lucas, 1876	761093
Megachile axillaris	Meade-Waldo, 1915	761094
Megachile axyx	(Snelling, 1990)	761095
Megachile azarica	Cockerell, 1945	761096
Megachile azteca	Cresson, 1878	761097
Megachile babylonica	Rebmann, 1970	761098
Megachile badia	Bingham, 1890	761099
Megachile baeri	Vachal, 1904	761100
Megachile baetica	(Gerstäcker, 1869)	761101
Megachile bahamensis	Mitchell, 1927	761102
Megachile bakeri	Cockerell, 1918	761103
Megachile bangana	Cockerell, 1931	761104
Megachile banksi	Mitchell, 1930	761105
Megachile barbata	Smith, 1853	761106
Megachile barbatula	Smith, 1879	761107
Megachile barbiellinii	Moure, 1944	761108
Megachile barkeri	Cockerell, 1920	761109
Megachile barvonensis	Cockerell, 1914	761110
Megachile basalis	Smith, 1853	761111
Megachile basirubella	Pasteels, 1973	761112
Megachile batchelori	Cockerell, 1929	761113
Megachile battorensis	Meade-Waldo, 1912	761114
Megachile bella	Mitchell, 1930	761115
Megachile bellula	Bingham, 1897	761116
Megachile benigna	Mitchell, 1930	761118
Megachile benitocola	Strand, 1912	761119
Megachile bentoni	Cockerell, 1919	761120
Megachile bernardinensis	Strand, 1910	761121
Megachile bertonii	Schrottky, 1909	762520
Megachile beutenmulleri	Cockerell, 1907	761122
Megachile bhavanae	Bingham, 1897	761123
Megachile bicarinis	Vachal, 1909	761124
Megachile bicolor	(Fabricius, 1781)	761126
Megachile bicornis	(King, 1994)	761127
Megachile bicornuta	Friese, 1903	761128
Megachile bidentata	(Fabricius, 1775)	761130
Megachile bidentis	Cockerell, 1896	761131
Megachile biexcisa	(Pasteels, 1970)	761132
Megachile bigibbosa	Friese, 1908	761133
Megachile biloba	Vachal, 1910	761134
Megachile bilobata	Friese, 1915	761135
Megachile binominata	Smith, 1853	761136
Megachile binota	Vachal, 1908	761137
Megachile binotulata	Dalla Torre, 1896	761138
Megachile bioculata	Pérez, 1902	762469
Megachile bipartita	Smith, 1879	761139
Megachile bipunctulata	(Pasteels, 1965)	761140
Megachile biroi	Friese, 1903	761141
Megachile biseta	Vachal, 1903	761142
Megachile bisinua	Vachal, 1908	761143
Megachile bispinosa	Friese, 1921	761144
Megachile bituberculata	Ritsema, 1880	761145
Megachile blanda	Mitchell, 1930	761146
Megachile blanda	Rebmann, 1968	761147
Megachile boharti	Mitchell, 1942	761149
Megachile boliviensis	Friese, 1917	761150
Megachile bombiformis	Gerstäcker, 1857	761151
Megachile bombycina	Radoszkowski, 1874	761152
Megachile bomplandensis	Durante, 1996	761153
Megachile boswendica	Cockerell, 1931	761154
Megachile botanicarum	Cockerell, 1923	761155
Megachile botucatuna	Schrottky, 1913	761156
Megachile bougainvillei	Cockerell, 1911	761157
Megachile brachysoma	Cockerell, 1924	761158
Megachile bradleyi	Mitchell, 1934	761159
Megachile brasiliensis	Dalla Torre, 1896	761160
Megachile bredoi	Cockerell, 1935	761161
Megachile brethesi	Schrottky, 1909	761162
Megachile breviata	Vachal, 1908	761163
Megachile breviceps	Friese, 1898	762470
Megachile brevis	Say, 1837	761164
Megachile breviuscula	Smith, 1879	761165
Megachile bridarollii	Moure, 1947	761166
Megachile brimleyi	Mitchell, 1926	761167
Megachile brochidens	Vachal, 1903	761168
Megachile brooksi	Pauly, 2001	761169
Megachile browni	Mitchell, 1934	761170
Megachile bruchi	Schrottky, 1909	762521
Megachile bruneri	Mitchell, 1934	761171
Megachile bruneriella	Cockerell, 1917	761172
Megachile brunissima	(Pasteels, 1965)	761173
Megachile bucephala	(Fabricius, 1793)	761174
Megachile buchwaldi	Mitchell, 1943	761175
Megachile buddhae	Dalla Torre, 1896	761176
Megachile buehleri	Schrottky, 1909	762522
Megachile bukamensis	Cockerell, 1935	761177
Megachile bullata	Friese, 1911	761178
Megachile burdigalensis	Benoist, 1940	762471
Megachile burmeisteri	Friese, 1908	761179
Megachile burungana	Cockerell, 1931	761180
Megachile butonensis	Friese, 1909	761181
Megachile butteli	Friese, 1918	761182
Megachile buxtoni	Perkins & Cheesman, 1928	761183
Megachile caldwelli	Cockerell, 1911	762472
Megachile calida	Smith, 1879	761184
Megachile callura	(Cockerell, 1914)	761185
Megachile campanulae	(Robertson, 1903)	761186
Megachile canariensis	Pérez, 1902	761187
Megachile candanga	Raw, 2006	761188
Megachile candentula	Cockerell, 1915	761189
Megachile candida	Smith, 1879	761190
Megachile candidicauda	Cockerell, 1932	761191
Megachile candidigena	Cockerell, 1932	761192
Megachile canescens	(Brullé, 1832)	761193
Megachile canifrons	Smith, 1853	761194
Megachile capitata	Smith, 1853	761195
Megachile capiticola	Cockerell, 1938	761196
Megachile captionis	Cockerell, 1914	761198
Megachile carbonaria	Smith, 1853	761200
Megachile caricina	Cockerell, 1907	761201
Megachile carinata	Radoszkowski, 1893	761202
Megachile carinifrons	Alfken, 1926	761203
Megachile cartagenensis	Mitchell, 1930	761204
Megachile carteri	Cockerell, 1929	761205
Megachile casadae	Cockerell, 1898	761206
Megachile castaneipes	Friese, 1908	761207
Megachile catamarcensis	Schrottky, 1908	761208
Megachile catulus	(Cockerell, 1910)	761209
Megachile centuncularis	(Linnaeus, 1758)	761210
Megachile cephalotes	Smith, 1853	761211
Megachile cestifera	Benoist, 1954	761212
Megachile cetera	Cockerell, 1912	761213
Megachile ceylonica	Bingham, 1896	761214
Megachile chamacoco	Schrottky, 1913	761215
Megachile chapini	(Cockerell, 1935)	761216
Megachile cheesmanae	(Michener, 1965)	761217
Megachile chelostomoides	Gribodo, 1894	761218
Megachile chichimeca	Cresson, 1878	761219
Megachile chilensis	Spinola, 1851	762473
Megachile chilopsidis	Cockerell, 1900	761220
Megachile chinensis	Radoszkowski, 1874	761221
Megachile chlorura	Cockerell, 1918	761222
Megachile chromatica	Cockerell, 1932	761223
Megachile chrysognatha	Cockerell, 1943	761224
Megachile chrysophila	Cockerell, 1896	761225
Megachile chrysopogon	Vachal, 1910	761226
Megachile chrysopyga	Smith, 1853	761227
Megachile chrysopygopsis	Cockerell, 1929	761228
Megachile chrysorrhea	Gerstäcker, 1857	761229
Megachile chyzeri	Friese, 1909	761230
Megachile ciliatipes	Cockerell, 1921	761231
Megachile cincta	(Fabricius, 1781)	761232
Megachile cinctiventris	Friese, 1916	761233
Megachile cincturata	Cockerell, 1912	761234
Megachile cinerea	Friese, 1905	761235
Megachile cingulata	Friese, 1903	761236
Megachile cinnamomea	Alfken, 1935	761237
Megachile circumcincta	(Kirby, 1802)	761238
Megachile clara	Mitchell, 1930	761240
Megachile clariceps	Friese, 1917	761241
Megachile cliffordi	Rayment, 1953	761242
Megachile clio	Friese, 1903	761243
Megachile clotho	Smith, 1861	761244
Megachile clypeata	Smith, 1853	761245
Megachile clypeosinuata	Pasteels, 1985	761246
Megachile cochisiana	Mitchell, 1934	761247
Megachile cockerelli	Rohwer, 1923	761248
Megachile coelioxoides	Cresson, 1878	761249
Megachile coelostoma	Cockerell, 1932	761250
Megachile cognata	Smith, 1853	761251
Megachile cognatiforme	(Pasteels, 1970)	761252
Megachile collaris	Friese, 1908	761253
Megachile colombiana	Mitchell, 1930	761254
Megachile coloradensis	Mitchell, 1936	761255
Megachile colorata	Fox, 1896	761256
Megachile comata	Cresson, 1872	761257
Megachile combinata	(Pasteels, 1965)	761258
Megachile commixta	(Pasteels, 1970)	761259
Megachile communis	Morawitz, 1875	761260
Megachile compacta	Smith, 1879	761261
Megachile compta	Vachal, 1908	761262
Megachile conaminis	Cockerell, 1926	761263
Megachile concava	Mitchell, 1930	761264
Megachile concinna	Smith, 1879	154368
Megachile concolor	Friese, 1903	761265
Megachile conferta	Mitchell, 1930	761266
Megachile congruata	Mitchell, 1943	761267
Megachile congruens	Friese, 1903	761268
Megachile coniformis	Friese, 1922	761269
Megachile conjugalis	Mitchell, 1930	761271
Megachile conjuncta	Smith, 1853	767826
Megachile conjunctiformis	Yasumatsu, 1938	761272
Megachile conradsi	Friese, 1911	761273
Megachile constructrix	Smith, 1879	761274
Megachile contempta	Mitchell, 1930	761275
Megachile continua	Mitchell, 1930	761276
Megachile coquilletti	Cockerell, 1915	761277
Megachile coquimbensis	Ruiz, 1938	761278
Megachile cordata	Smith, 1879	761279
Megachile cordovensis	Mitchell, 1930	762544
Megachile corduvensis	Schrottky, 1909	762530
Megachile cornigera	Friese, 1904	761281
Megachile corsica	Benoist, 1935	761283
Megachile costaricensis	Friese, 1917	761284
Megachile crabipedes	Wu, 2005	761285
Megachile cradockensis	Friese, 1909	761286
Megachile crandalli	Mitchell, 1957	761287
Megachile crassepunctata	Yasumatsu & Hirashima, 1965	761288
Megachile crassipes	Smith, 1879	761289
Megachile crassitarsis	Cockerell, 1931	761290
Megachile crassula	Pérez, 1896	761291
Megachile crenulata	Fox, 1896	761292
Megachile cressa	(Tkalcu, 1988)	761293
Megachile creusa	Bingham, 1898	761294
Megachile croceipennis	Friese, 1917	761295
Megachile crotalariae	(Schwimmer, 1980)	761296
Megachile cruziana	Mitchell, 1930	761297
Megachile ctenophora	Holmberg, 1886	761298
Megachile cubiceps	Friese, 1906	761299
Megachile cupreohirta	Cockerell, 1933	761300
Megachile curta	Cresson, 1865	761302
Megachile curtilipes	Vachal, 1909	761303
Megachile curtula	Gerstäcker, 1857	761304
Megachile curtuloides	Pasteels, 1973	761305
Megachile curvipes	Smith, 1853	761306
Megachile cyanipennis	Guérin-Méneville, 1845	761307
Megachile cygnorum	Cockerell, 1906	761308
Megachile cylindrica	Friese, 1906	761309
Megachile cypricola	Mavromoustakis, 1938	762474
Megachile dacica	Mocsáry, 1879	761310
Megachile dakotensis	Mitchell, 1926	761311
Megachile dalmeidai	Moure, 1944	761312
Megachile dampieri	Cockerell, 1907	761313
Megachile dariensis	Pasteels, 1965	761314
Megachile darwiniana	Cockerell, 1906	761315
Megachile davaonensis	Cockerell, 1918	761316
Megachile davidsoni	Cockerell, 1902	761317
Megachile davisi	Mitchell, 1930	761318
Megachile dawensis	(Pasteels, 1965)	761319
Megachile deanii	Rayment, 1935	761320
Megachile decemsignata	Radoszkowski, 1881	761321
Megachile deceptoria	Pérez, 1890	761322
Megachile deceptrix	Smith, 1879	761323
Megachile deflexa	Cresson, 1878	761324
Megachile delectus	Mitchell, 1930	761325
Megachile delphinensis	Benoist, 1962	761326
